,Entity,Code,Year,Game/Tonnes,Duck/Tonnes,Horse /Tonnes,Goose and Guinea Fowl/Tonnes,Sheep and Goat/Tonnes,Beef and Buffalo/Tonnes,Pig/Tonnes,Poultry/Tonnes,Fish and Seafood/Tonnes,Rye/Tonnes,Wheat/Tonnes,Cereals/Tonnes,Barley/Tonnes
0,Denmark,DNK,1961,3300.0,5000.0,3600.0,600.0,1200.0,140500.0,614300.0,83350.0,637490.0,513876,434057,5198900,2808149
1,Denmark,DNK,1962,3600.0,3200.0,2100.0,600.0,1100.0,177800.0,632100.0,88990.0,785100.0,512262,643992,5783409,3299515
2,Denmark,DNK,1963,3200.0,2000.0,2300.0,400.0,1100.0,180100.0,645400.0,81220.0,847900.0,319871,494060,5502930,3398857
3,Denmark,DNK,1964,4000.0,2400.0,2100.0,400.0,1200.0,156500.0,688000.0,95150.0,871060.0,291633,541454,6213090,3899590
4,Denmark,DNK,1965,4500.0,3000.0,1700.0,600.0,1400.0,154400.0,744000.0,83800.0,840830.0,264340,563769,6213087,4125804
5,Denmark,DNK,1966,4000.0,3700.0,1200.0,500.0,1900.0,195200.0,730900.0,68000.0,850800.0,136886,400474,5960293,4158559
6,Denmark,DNK,1967,4000.0,3200.0,1000.0,400.0,2700.0,218400.0,735000.0,66500.0,1070410.0,118398,420312,6152779,4382339
7,Denmark,DNK,1968,2800.0,3300.0,800.0,500.0,3000.0,207100.0,715100.0,64600.0,1466810.0,130780,464851,6785257,5047017
8,Denmark,DNK,1969,2900.0,3300.0,700.0,600.0,2500.0,193800.0,684400.0,68500.0,1275400.0,125898,428455,6775161,5255194
9,Denmark,DNK,1970,2500.0,3200.0,700.0,500.0,2000.0,191700.0,717300.0,78500.0,1226500.0,133190,512491,6231953,4813107
10,Denmark,DNK,1971,2500.0,3600.0,700.0,500.0,1400.0,194800.0,764300.0,80200.0,1400900.0,149960,585206,7026419,5457801
11,Denmark,DNK,1972,2500.0,3900.0,800.0,500.0,1100.0,170600.0,765300.0,85300.0,1442920.0,154854,592215,7067157,5571195
12,Denmark,DNK,1973,2500.0,4100.0,800.0,600.0,900.0,184500.0,773900.0,90100.0,1443660.0,139821,542247,6633316,5431928
13,Denmark,DNK,1974,3100.0,4000.0,700.0,400.0,600.0,238300.0,743900.0,95100.0,1835370.0,167604,591572,7261462,5967212
14,Denmark,DNK,1975,2600.0,4100.0,1163.0,300.0,525.0,235786.0,733941.0,90000.0,1767040.0,163233,519381,6251996,5156086
15,Denmark,DNK,1976,2600.0,4500.0,1457.0,300.0,446.0,242239.0,716480.0,97100.0,1919200.0,213103,592557,5902423,4801007
16,Denmark,DNK,1977,2600.0,4600.0,1934.0,400.0,426.0,243005.0,744264.0,102600.0,1806610.0,324423,605645,7377833,6142458
17,Denmark,DNK,1978,2500.0,5100.0,2448.0,600.0,413.0,237591.0,812380.0,98400.0,1750770.0,314889,642428,7491995,6300842
18,Denmark,DNK,1979,2400.0,4300.0,2562.0,300.0,395.0,253372.0,899074.0,99872.0,1741260.0,256614,589886,7689706,6661614
19,Denmark,DNK,1980,2617.0,4600.0,2279.0,300.0,420.0,245299.0,972200.0,96299.0,2032070.0,199298,652372,7070004,6044126
20,Denmark,DNK,1981,2623.0,4400.0,1900.0,300.0,363.0,237000.0,987000.0,103613.0,1859440.0,207871,834765,7276842,6043748
21,Denmark,DNK,1982,2686.0,3900.0,1491.0,500.0,418.0,230300.0,985500.0,110113.0,1931370.0,234550,1206971,7992679,6357063
22,Denmark,DNK,1983,2774.0,4500.0,1217.0,600.0,441.0,239400.0,1043000.0,111657.0,1870910.0,315363,1547845,6379865,4423400
23,Denmark,DNK,1984,2610.0,4300.0,1058.0,100.0,564.0,246708.0,1034574.0,110424.0,1851480.0,608119,2445877,9300369,6071697
24,Denmark,DNK,1985,2796.0,4300.0,983.0,100.0,663.0,236473.0,1083264.0,114522.0,1796990.0,564675,1972165,7956243,5250946
25,Denmark,DNK,1986,2827.0,4000.0,907.0,200.0,812.0,243151.0,1143976.0,115213.0,1849760.0,545959,2177228,7969109,5134266
26,Denmark,DNK,1987,2800.0,4400.0,900.0,200.0,915.0,234603.0,1148754.0,112647.0,1707820.0,512790,2284719,7183951,4291901
27,Denmark,DNK,1988,2850.0,4300.0,1000.0,100.0,1084.0,216730.0,1167446.0,116460.0,1974410.0,366317,2080441,8067500,5418649
28,Denmark,DNK,1989,2900.0,5800.0,1000.0,100.0,1172.0,204517.0,1163419.0,127663.0,1929290.0,487039,3224153,8795389,4959197
29,Denmark,DNK,1990,2990.0,4700.0,1000.0,100.0,1464.0,201699.0,1208480.0,131079.0,1517650.0,545019,3953412,9606978,4987406
30,Denmark,DNK,1991,3000.0,5141.0,990.0,117.0,1787.0,212536.0,1271896.0,138897.0,1793240.0,394634,3669852,9231245,5041193
31,Denmark,DNK,1992,3000.0,4877.0,890.0,158.0,1900.0,217000.0,1369700.0,155156.0,1997090.0,308333,3583011,6954231,2973674
32,Denmark,DNK,1993,3000.0,4400.0,979.0,179.0,2000.0,203100.0,1503700.0,167366.0,1654030.0,356000,4334000,8198500,3370000
33,Denmark,DNK,1994,4000.0,3900.0,900.0,60.0,1700.0,189300.0,1521000.0,172434.0,1916210.0,423066,3725194,7800025,3446065
34,Denmark,DNK,1995,3528.0,5400.0,800.0,60.0,1500.0,181700.0,1494000.0,172960.0,2043760.0,494600,4598500,9149900,3898400
35,Denmark,DNK,1996,3316.0,4100.0,800.0,120.0,1642.0,178000.0,1493700.0,170220.0,1723440.0,343000,4757742,9218042,3953000
36,Denmark,DNK,1997,3400.0,3800.0,900.0,100.0,1508.0,174800.0,1520600.0,175673.0,1866550.0,452519,4964703,9529361,3887000
37,Denmark,DNK,1998,3000.0,4200.0,700.0,100.0,1500.0,161800.0,1629300.0,190270.0,1599700.0,537657,4928375,9334138,3565308
38,Denmark,DNK,1999,3000.0,4962.0,800.0,111.0,1483.0,156588.0,1641800.0,202459.0,1447670.0,247782,4470745,8774275,3674621
39,Denmark,DNK,2000,3137.0,3838.0,700.0,86.0,1453.0,153900.0,1624500.0,201699.0,1577700.0,262468,4693422,9412662,3979794
40,Denmark,DNK,2001,3191.0,4721.0,700.0,86.0,1587.0,153400.0,1716000.0,216104.0,1552270.0,332358,4663938,9423086,3966181
41,Denmark,DNK,2002,3210.0,5196.0,900.0,105.0,1495.0,153500.0,1759000.0,217540.0,1474370.0,229501,4056240,8803709,4120861
42,Denmark,DNK,2003,3247.0,4500.0,800.0,94.0,1500.0,146500.0,1762000.0,199994.0,1068990.0,168526,4701382,9050937,3775593
43,Denmark,DNK,2004,3200.0,4500.0,682.0,86.0,1690.0,150000.0,1809500.0,192586.0,1133410.0,146200,4758500,8963200,3589100
44,Denmark,DNK,2005,3100.0,4244.0,762.0,45.0,1693.0,135921.0,1792829.0,187563.0,949610.0,132000,4887200,9283000,3797200
45,Denmark,DNK,2006,3000.0,4571.0,700.0,45.0,1743.0,128650.0,1748576.0,171281.0,904910.0,130000,4801600,8632300,3270300
46,Denmark,DNK,2007,3000.0,3.0,700.0,45.0,1783.0,129986.0,1802195.0,173115.0,684220.0,135300,4519200,8220200,3104200
47,Denmark,DNK,2008,3000.0,2.0,700.0,45.0,1756.0,128800.0,1707200.0,176784.0,725650.0,151500,5018700,9105500,3396000
48,Denmark,DNK,2009,3629.0,4.0,753.0,45.0,1827.0,127900.0,1585000.0,169128.0,811880.0,238100,5940400,10163800,3393800
49,Denmark,DNK,2010,3530.0,100.0,496.0,45.0,1726.0,132500.0,1668200.0,186985.0,863260.0,254700,5059900,8863200,2981300
50,Denmark,DNK,2011,3523.0,20.0,529.0,45.0,1634.0,134200.0,1720200.0,188832.0,751300.0,294300,4831000,8809200,3249800
51,Denmark,DNK,2012,3500.0,100.0,502.0,29.0,1348.0,126700.0,1669000.0,188081.0,536380.0,384400,4525100,9485400,4058700
52,Denmark,DNK,2013,3456.0,100.0,437.0,45.0,1535.0,128000.0,1589400.0,168455.0,704390.0,526800,4145200,9119687,3949900
53,Denmark,DNK,2014,3594.0,100.0,305.0,46.0,1662.0,125759.0,1593900.0,159728.0,779430.0,677800,5153300,9796378,3547600
54,Denmark,DNK,2015,3454.0,52.0,342.0,35.0,1749.0,120491.0,1600591.0,145301.0,904780.0,771700,5029300,10047500,3856000
55,Denmark,DNK,2016,3404.0,51.0,381.0,54.0,1594.0,129340.0,1579405.0,154245.0,706560.0,577200,4201500,9154326,3949600
56,Denmark,DNK,2017,3404.0,51.0,321.0,37.0,1585.0,124148.0,1532387.0,151810.0,942060.0,723200,4834100,10027261,3992300
57,Denmark,DNK,2018,1990.5,1200.0,297.0,34.0,1600.0,130200.0,1583100.0,147634.0,942060.0,476590,2623930,6923900,3445170
58,Denmark,DNK,2019,1990.5,1500.0,206.0,18.0,1600.0,125600.0,1500400.0,158418.0,942060.0,883510,4642090,9517830,3624560
59,Denmark,DNK,2020,1990.5,1300.0,1990.5,1990.5,1300.0,122430.0,1595630.0,166415.0,711620.0,699370,4070410,9467690,4156500
60,France,FRA,1961,1990.5,30000.0,102000.0,9000.0,105000.0,1448000.0,1188000.0,519700.0,692430.0,346810,9573520,20802475,5412790
61,France,FRA,1962,1990.5,30000.0,101000.0,9000.0,102200.0,1483000.0,1275000.0,538700.0,701120.0,355650,14053770,25305105,6003010
62,France,FRA,1963,1990.5,30000.0,104000.0,9000.0,93000.0,1454000.0,1215000.0,574700.0,734560.0,354460,10248960,25367307,7384040
63,France,FRA,1964,1990.5,30000.0,108000.0,9000.0,99100.0,1378000.0,1230000.0,611700.0,775140.0,388690,13837700,26050470,6790980
64,France,FRA,1965,1990.5,30000.0,103000.0,9000.0,106300.0,1402000.0,1320000.0,635700.0,807750.0,387410,14760000,29130754,7377700
65,France,FRA,1966,1990.5,32400.0,93400.0,9500.0,114100.0,1475000.0,1301000.0,473800.0,829710.0,356500,11296620,26737646,7421160
66,France,FRA,1967,1990.5,33400.0,76800.0,9800.0,116000.0,1583000.0,1374000.0,488250.0,838560.0,344400,14287540,32345675,9874340
67,France,FRA,1968,1990.5,33600.0,74600.0,9900.0,116000.0,1624000.0,1401000.0,492300.0,770690.0,326950,14984900,33237542,9139410
68,France,FRA,1969,1990.5,41353.0,79600.0,12192.0,113600.0,1552000.0,1297000.0,601467.0,775200.0,309010,14446000,33115628,9452070
69,France,FRA,1970,1990.5,43760.0,72800.0,12902.0,116400.0,1565000.0,1375000.0,636475.0,764650.0,287000,12649000,31443420,8154000
70,France,FRA,1971,1990.5,44790.0,65600.0,13206.0,128600.0,1613000.0,1491000.0,651459.0,791290.0,293730,15241000,36988610,8989000
71,France,FRA,1972,1990.5,49179.0,54900.0,14500.0,130850.0,1456000.0,1533000.0,715301.0,822590.0,328390,17996000,40481820,10466000
72,France,FRA,1973,1990.5,50906.0,45600.0,14716.0,128800.0,1460000.0,1527000.0,790840.0,835680.0,327200,17851008,43053408,10948470
73,France,FRA,1974,1990.5,48480.0,45900.0,13140.0,132900.0,1791000.0,1546000.0,820805.0,824370.0,330000,19007008,41069978,10035000
74,France,FRA,1975,1990.5,53262.0,46741.0,13461.0,138400.0,1745000.0,1587000.0,825570.0,809200.0,308000,15013000,35731890,9343510
75,France,FRA,1976,1990.5,54507.0,46945.0,12842.0,154400.0,1800100.0,1614000.0,871157.0,789110.0,297220,16126000,32729070,8530000
76,France,FRA,1977,1990.5,56000.0,46100.0,12820.0,152800.0,1651900.0,1648000.0,905180.0,813210.0,375000,17450000,39316140,10261390
77,France,FRA,1978,1990.5,60000.0,43600.0,13500.0,156000.0,1657900.0,1727000.0,962700.0,784370.0,455000,20967712,45454526,11321000
78,France,FRA,1979,1990.5,70000.0,41000.0,14750.0,168165.0,1823000.0,1803000.0,1033250.0,810560.0,355000,19544000,44266904,11196000
79,France,FRA,1980,1990.5,48000.0,37200.0,11300.0,181600.0,1838000.0,1803000.0,1114300.0,834050.0,408500,23781008,48024778,11692000
80,France,FRA,1981,1990.5,50000.0,30500.0,11100.0,184748.0,1836200.0,1720000.0,1235100.0,805480.0,341600,23762000,45941700,10102000
81,France,FRA,1982,1990.5,53000.0,28400.0,8700.0,194800.0,1745000.0,1675000.0,1329700.0,829380.0,322300,25358000,48668500,10036000
82,France,FRA,1983,1990.5,59000.0,27300.0,10000.0,186600.0,1812000.0,1676000.0,1284000.0,798960.0,293000,24745008,46397398,8772690
83,France,FRA,1984,1990.5,68000.0,28500.0,10000.0,185100.0,1991000.0,1684000.0,1249000.0,851380.0,349000,32977008,58144290,11508882
84,France,FRA,1985,1990.5,72400.0,28000.0,8043.0,188200.0,1893000.0,1662000.0,1271443.0,885880.0,296800,28784000,55684180,11442120
85,France,FRA,1986,1990.5,80100.0,20000.0,10540.0,181600.0,1911000.0,1677000.0,1330940.0,859780.0,229000,26474784,50373694,10062990
86,France,FRA,1987,1990.5,91800.0,20000.0,10729.0,182341.0,1963000.0,1729000.0,1404429.0,896390.0,299000,27414576,52939096,10489020
87,France,FRA,1988,1990.5,94300.0,16450.0,10489.0,176728.0,1828000.0,1852000.0,1450089.0,860830.0,268000,29038496,56071405,9883200
88,France,FRA,1989,1990.5,104000.0,14326.0,10939.0,176082.0,1673000.0,1844000.0,1559139.0,877370.0,260808,31822304,57603036,9840353
89,France,FRA,1990,1990.5,109000.0,13383.0,7000.0,194218.0,1911747.0,1726800.0,1604500.0,827100.0,235300,33345808,55110621,9995700
90,France,FRA,1991,1990.5,163621.0,13999.0,9482.0,177781.0,2026068.0,1772700.0,2248529.0,836590.0,213147,34362204,60262165,10603446
91,France,FRA,1992,1990.5,183044.0,12948.0,9304.0,171599.0,1876800.0,1903000.0,2250199.0,897090.0,197444,32490755,60473757,10434732
92,France,FRA,1993,1990.5,194591.0,11700.0,9256.0,167819.0,1703800.0,2033900.0,2470971.0,905250.0,165732,29200263,55422574,8909135
93,France,FRA,1994,1990.5,204182.0,10200.0,8752.0,162152.0,1626800.0,2116400.0,2683344.0,893580.0,162626,30493197,53185121,7566309
94,France,FRA,1995,1990.5,213904.0,9900.0,8552.0,160852.0,1683300.0,2144000.0,2810225.0,844300.0,176635,30869729,53284876,7590270
95,France,FRA,1996,1990.5,225810.0,11000.0,7522.0,160396.0,1737000.0,2161000.0,3096272.0,854150.0,202295,35935157,62253509,9403955
96,France,FRA,1997,1990.5,247831.0,10800.0,7386.0,157625.0,1720000.0,2219000.0,3239634.0,811160.0,178924,33862198,63031639,10004032
97,France,FRA,1998,1990.5,267759.0,10400.0,7025.0,156214.0,1632000.0,2328000.0,3247205.0,850450.0,192857,39801138,67947148,10430957
98,France,FRA,1999,1990.5,269243.0,9700.0,7447.0,156231.0,1609000.0,2353000.0,2876931.0,892840.0,164363,36950991,64264518,9376404
99,France,FRA,2000,1990.5,234107.0,10900.0,6067.0,156790.0,1527600.0,2312000.0,2147673.0,864220.0,145671,37355957,65732235,9709332
100,France,FRA,2001,1990.5,249290.0,12200.0,5882.0,156320.0,1561442.0,2315200.0,2174169.0,881710.0,115961,31545319,60300838,9797468
101,France,FRA,2002,1990.5,253451.0,10200.0,5744.0,153776.0,1646277.0,2346000.0,2045519.0,878860.0,138245,38936515,69700576,10974840
102,France,FRA,2003,1990.5,259884.0,8000.0,5893.0,151712.0,1632047.0,2339000.0,1952921.0,842450.0,112338,30479362,55099559,9848186
103,France,FRA,2004,1990.5,253211.0,6862.0,6138.0,150670.0,1577971.0,2292572.0,1893528.0,819860.0,170359,39690180,70642016,11033331
104,France,FRA,2005,1990.5,260465.0,6258.0,5451.0,150844.0,1546741.0,2274000.0,1885425.0,816110.0,146808,36886103,64210068,10313589
105,France,FRA,2006,1990.5,261352.0,5575.0,5040.0,150190.0,1486675.0,2010769.0,1715163.0,760430.0,121464,35363563,61820445,10400576
106,France,FRA,2007,1990.5,290193.0,5100.0,5192.0,146882.0,1502561.0,2031200.0,1835453.0,708660.0,119823,32763446,59578778,9473584
107,France,FRA,2008,1990.5,272058.0,4600.0,5337.0,141313.0,1502901.0,2274108.0,1776337.0,666250.0,123458,39006372,70418033,12170629
108,France,FRA,2009,1990.5,264484.0,4500.0,5406.0,137471.0,1515808.0,2261593.0,1725576.0,631840.0,129784,38336865,70373160,12879004
109,France,FRA,2010,1990.5,282318.0,4700.0,5164.0,130782.0,1530258.0,2254688.0,1757257.0,647180.0,151038,38207431,65839203,10101597
110,France,FRA,2011,1990.5,290902.0,5000.0,5039.0,126983.0,1566806.0,2217368.0,1781761.0,636320.0,124422,35992794,63954885,8775155
111,France,FRA,2012,1990.5,279871.0,5300.0,4953.0,126070.0,1493865.0,2161653.0,1766875.0,670370.0,160301,37885742,68341732,11341189
112,France,FRA,2013,1990.5,277093.0,5800.0,4775.0,123438.0,1400331.0,2130578.0,1743070.0,676620.0,143076,38651472,67537681,10315285
113,France,FRA,2014,1990.5,283062.0,5636.0,4748.0,122270.0,1410854.0,2120315.0,1808197.0,648680.0,128197,38950202,72579315,11728556
114,France,FRA,2015,1990.5,286918.0,5665.0,4575.0,120452.0,1447906.0,2148452.0,1804992.0,667200.0,123587,42750027,72875853,13098234
115,France,FRA,2016,1990.5,239158.0,5673.0,2850.0,116340.0,1466099.0,2170418.0,1784205.0,661640.0,97001,29316331,54398704,10439229
116,France,FRA,2017,1990.5,210786.0,5674.0,2374.0,112166.0,1432780.0,2147550.0,1750584.0,661640.0,109715,38677896,68730245,12086796
117,France,FRA,2018,1990.5,225000.0,1990.5,2391.0,87590.0,1460000.0,2181530.0,1689391.0,661640.0,108540,35424140,61839480,11042820
118,France,FRA,2019,1990.5,219000.0,1990.5,1990.5,87200.0,1428460.0,2200350.0,1659500.0,748670.0,135360,40604960,70378890,13565420
119,France,FRA,2020,1990.5,192000.0,1990.5,1990.5,86410.0,1434590.0,2201110.0,1645450.0,782420.0,131780,30144110,56849840,10273570
120,Germany,DEU,1961,17000.0,10080.0,25600.0,2000.0,42648.0,1296200.0,2671400.0,169180.0,837580.0,4019138,5076707,17257340,3669020
121,Germany,DEU,1962,17000.0,10080.0,22600.0,2000.0,37744.0,1372900.0,2642400.0,169280.0,850030.0,4691933,5906465,21166661,4908212
122,Germany,DEU,1963,17000.0,10980.0,18700.0,2000.0,35420.0,1402000.0,2722600.0,184980.0,864690.0,4913880,6135981,20970320,4759281
123,Germany,DEU,1964,17000.0,12960.0,18700.0,2000.0,32220.0,1362900.0,2931500.0,209360.0,881650.0,5499179,6551198,22737326,5411377
124,Germany,DEU,1965,18000.0,14040.0,16700.0,3000.0,28700.0,1331000.0,3049000.0,218040.0,951500.0,4734743,6149342,20620142,5015922
125,Germany,DEU,1966,17000.0,16020.0,14700.0,3000.0,26980.0,1441495.0,3030000.0,243420.0,986660.0,4338244,6053960,20742474,5394619
126,Germany,DEU,1967,17000.0,19080.0,11700.0,3000.0,22380.0,1469476.0,3137000.0,275480.0,970710.0,5148055,7830615,25380099,6661234
127,Germany,DEU,1968,18000.0,19980.0,10700.0,3000.0,21590.0,1522092.0,3399000.0,285980.0,939500.0,5125650,8575084,26898318,7094694
128,Germany,DEU,1969,18000.0,21060.0,10700.0,3000.0,21976.0,1560173.0,3401900.0,305860.0,846310.0,4432537,7987161,25853039,7197820
129,Germany,DEU,1970,20000.0,24000.0,9379.0,4000.0,21834.0,1663194.0,3398600.0,343100.0,761510.0,4148214,7794037,23753864,6679942
130,Germany,DEU,1971,20000.0,24000.0,8854.0,3000.0,23334.0,1674235.0,3592800.0,370600.0,850950.0,4785268,9631772,28685065,8059814
131,Germany,DEU,1972,20000.0,24000.0,7603.0,3000.0,24595.0,1518828.0,3655100.0,371200.0,897600.0,4821102,9351589,28780064,8589445
132,Germany,DEU,1973,20000.0,25000.0,6423.0,3000.0,26510.0,1574600.0,3622100.0,411800.0,828130.0,4275322,9995657,29680306,9470073
